query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
10,How many patients have been diagnosed with Generalized Anxiety?,0.7,"""The result is [DP]135[/DP].""","""The result is 136.98.""","""The result is 135.0.""","""The result is 134.19.""","""The result is 128.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]229.9293[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]42.5541[/DP]."""
11,What is the average mood score of patients with Generalized Anxiety?,1.6,"""The result is [DP]5.36[/DP].""","""The result is 5.24.""","""The result is 0.36.""","""The result is 4.67.""","""The result is 10.36.""","""The result is [DP]0.001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.4846[/DP].""","""The result is [DP]988.1364[/DP].""","""The result is [DP]208.3507[/DP].""","""The result is [DP]1.3773[/DP]."""
12,What is the average treatment duration for Generalized Anxiety?,1.1,"""The result is [DP]12.24[/DP].""","""The result is 13.17.""","""The result is 12.24.""","""The result is 11.52.""","""The result is 16.24.""","""The result is [DP]782.0218[/DP].""","""The result is [DP]729.7318[/DP].""","""The result is [DP]3.9011[/DP].""","""The result is [DP]4.8264[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]68.9418[/DP]."""
13,What therapy types are used for treating Generalized Anxiety?,0.9,"""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Interpersonal Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']"""
14,What percentage of Generalized Anxiety patients showed improvement?,1.5,"""The result is [DP]39.26[/DP].""","""The result is 39.12.""","""The result is 41.26.""","""The result is 34.82.""","""The result is 40.26.""","""The result is [DP]0.0014[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]61.5097[/DP].""","""The result is [DP]998.3574[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]86.9873[/DP]."""
15,How many patients have been diagnosed with Bipolar Disorder?,0.1,"""The result is [DP]124[/DP].""","""The result is 67.8.""","""The result is 124.0.""","""The result is 183.95.""","""The result is 160.0.""","""The result is [DP]0.4209[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]8.2161[/DP].""","""The result is [DP]0.0048[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]59.7014[/DP]."""
16,What is the average mood score of patients with Bipolar Disorder?,1.5,"""The result is [DP]5.54[/DP].""","""The result is 6.14.""","""The result is 4.54.""","""The result is 5.58.""","""The result is 4.54.""","""The result is [DP]40.281[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.4611[/DP].""","""The result is [DP]0.4938[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]22.1299[/DP]."""
17,What is the average treatment duration for Bipolar Disorder?,1.3,"""The result is [DP]12.16[/DP].""","""The result is 12.53.""","""The result is 12.16.""","""The result is 14.17.""","""The result is 12.16.""","""The result is [DP]146.9158[/DP].""","""The result is [DP]424.9319[/DP].""","""The result is [DP]10.1296[/DP].""","""The result is [DP]1.219[/DP].""","""The result is [DP]604.5746[/DP].""","""The result is [DP]1.2071[/DP]."""
18,What therapy types are used for treating Bipolar Disorder?,0.2,"""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']""","""['Dialectical Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Cognitive Behavioral Therapy']"""
19,What percentage of Bipolar Disorder patients showed improvement?,1.9,"""The result is [DP]35.48[/DP].""","""The result is 35.99.""","""The result is 25.48.""","""The result is 36.04.""","""The result is 37.48.""","""The result is [DP]0.0[/DP].""","""The result is [DP]494.0256[/DP].""","""The result is [DP]619.9617[/DP].""","""The result is [DP]999.9817[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1.2039[/DP]."""
20,How many patients are on Mood Stabilizers?,0.1,"""The result is [DP]87[/DP].""","""The result is 98.51.""","""The result is 87.0.""","""The result is 136.69.""","""The result is 102.0.""","""The result is [DP]999.9983[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]50.2635[/DP].""","""The result is [DP]0.0399[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]29.9728[/DP]."""
21,What is the average adherence for patients on Mood Stabilizers?,0.7,"""The result is [DP]75.25[/DP].""","""The result is 77.33.""","""The result is 75.25.""","""The result is 63.4.""","""The result is 76.25.""","""The result is [DP]879.9266[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]29.8321[/DP].""","""The result is [DP]2.4951[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]10.6147[/DP]."""
22,How effective is Mood Stabilizers in terms of outcome?,0.5,"""Improved: [DP]0.44[/DP] Deteriorated: [DP]0.29[/DP] No Change: [DP]0.28[/DP]""","""Improved: 0 Deteriorated: 2.38 No Change: 1.94""","""Improved: 0 Deteriorated: 1.29 No Change: 0.28""","""Improved: 0.87 Deteriorated: 0 No Change: 0""","""Improved: 19.44 Deteriorated: 0 No Change: 3.28""","""Improved: [DP]2.2525[/DP] Deteriorated: [DP]584.9983[/DP] No Change: [DP]1.4711[/DP]""","""Improved: [DP]nan[/DP] Deteriorated: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Improved: [DP]0.4676[/DP] Deteriorated: [DP]0.2144[/DP] No Change: [DP]0.1788[/DP]""","""Improved: [DP]999.9398[/DP] Deteriorated: [DP]999.3443[/DP] No Change: [DP]0.0[/DP]""","""Improved: [DP]0.0[/DP] Deteriorated: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Improved: [DP]0.0502[/DP] Deteriorated: [DP]0.0543[/DP] No Change: [DP]0.0324[/DP]"""
23,What is the average stress level of patients on Mood Stabilizers?,1.8,"""The result is [DP]7.66[/DP].""","""The result is 6.66.""","""The result is 13.66.""","""The result is 10.82.""","""The result is 4.66.""","""The result is [DP]1.5702[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]6.8144[/DP].""","""The result is [DP]69.4498[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]23.3016[/DP]."""
24,How many patients are on Antipsychotics?,0.7,"""The result is [DP]87[/DP].""","""The result is 87.71.""","""The result is 88.0.""","""The result is 87.34.""","""The result is 92.0.""","""The result is [DP]0.1017[/DP].""","""The result is [DP]537.7244[/DP].""","""The result is [DP]69.2176[/DP].""","""The result is [DP]131.1017[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]598.4329[/DP]."""
25,What is the average adherence for patients on Antipsychotics?,1.3,"""The result is [DP]74.15[/DP].""","""The result is 73.27.""","""The result is 74.15.""","""The result is 79.15.""","""The result is 77.15.""","""The result is [DP]0.0929[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]53.8515[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]12.2095[/DP]."""
26,How effective is Antipsychotics in terms of outcome?,1.5,"""Deteriorated: [DP]0.34[/DP] Improved: [DP]0.33[/DP] No Change: [DP]0.32[/DP]""","""Deteriorated: 0.47 Improved: 0.02 No Change: 1.38""","""Deteriorated: 0 Improved: 0.33 No Change: 0""","""Deteriorated: 0.58 Improved: 6.49 No Change: 4.22""","""Deteriorated: 6.34 Improved: 0 No Change: 0""","""Deteriorated: [DP]460.424[/DP] Improved: [DP]0.0[/DP] No Change: [DP]992.9601[/DP]""","""Deteriorated: [DP]nan[/DP] Improved: [DP]0.0[/DP] No Change: [DP]599.2738[/DP]""","""Deteriorated: [DP]2.132[/DP] Improved: [DP]0.2715[/DP] No Change: [DP]0.9414[/DP]""","""Deteriorated: [DP]998.9848[/DP] Improved: [DP]996.5832[/DP] No Change: [DP]306.6665[/DP]""","""Deteriorated: [DP]nan[/DP] Improved: [DP]nan[/DP] No Change: [DP]nan[/DP]""","""Deteriorated: [DP]0.5222[/DP] Improved: [DP]5.6083[/DP] No Change: [DP]0.0087[/DP]"""
27,What is the average stress level of patients on Antipsychotics?,1.5,"""The result is [DP]7.47[/DP].""","""The result is 6.89.""","""The result is 9.47.""","""The result is 14.91.""","""The result is 8.47.""","""The result is [DP]0.0006[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]2.2144[/DP].""","""The result is [DP]999.9981[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.2247[/DP]."""
28,How many patients are on SSRIs?,0.5,"""The result is [DP]0[/DP].""","""The result is 0.""","""The result is 1.0.""","""The result is 8.55.""","""The result is 0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.0015[/DP].""","""The result is [DP]0.2992[/DP].""","""The result is [DP]810.615[/DP].""","""The result is [DP]0.0068[/DP]."""
29,What is the average adherence for patients on SSRIs?,0.1,"""The result is [DP]75.69[/DP].""","""The result is 87.06.""","""The result is 75.69.""","""The result is 93.97.""","""The result is 57.69.""","""The result is [DP]298.8552[/DP].""","""The result is [DP]869.1001[/DP].""","""The result is [DP]29.8393[/DP].""","""The result is [DP]0.0015[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]138.5064[/DP]."""
30,How effective is SSRIs in terms of outcome?,1.7,"""No Change: [DP]0.37[/DP] Improved: [DP]0.35[/DP] Deteriorated: [DP]0.28[/DP]""","""No Change: 0.48 Improved: 0 Deteriorated: 1.83""","""No Change: 0.37 Improved: 6.35 Deteriorated: 0""","""No Change: 0.91 Improved: 0 Deteriorated: 5.25""","""No Change: 0 Improved: 0.35 Deteriorated: 1.28""","""No Change: [DP]16.5801[/DP] Improved: [DP]416.959[/DP] Deteriorated: [DP]0.0006[/DP]""","""No Change: [DP]0.0[/DP] Improved: [DP]nan[/DP] Deteriorated: [DP]nan[/DP]""","""No Change: [DP]6.7356[/DP] Improved: [DP]0.7361[/DP] Deteriorated: [DP]0.9497[/DP]""","""No Change: [DP]0.0[/DP] Improved: [DP]0.0[/DP] Deteriorated: [DP]0.0[/DP]""","""No Change: [DP]nan[/DP] Improved: [DP]nan[/DP] Deteriorated: [DP]nan[/DP]""","""No Change: [DP]1.1434[/DP] Improved: [DP]0.5533[/DP] Deteriorated: [DP]0.0805[/DP]"""
31,What is the average stress level of patients on SSRIs?,2.0,"""The result is [DP]7.61[/DP].""","""The result is 7.5.""","""The result is 5.61.""","""The result is 7.0.""","""The result is 6.61.""","""The result is [DP]0.0979[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]151.418[/DP].""","""The result is [DP]87.9956[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]14.7009[/DP]."""
32,How many patients are on Anxiolytics?,2.0,"""The result is [DP]71[/DP].""","""The result is 69.84.""","""The result is 74.0.""","""The result is 67.7.""","""The result is 67.0.""","""The result is [DP]200.7088[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]60.5922[/DP].""","""The result is [DP]13.2198[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.2517[/DP]."""
33,What is the average adherence for patients on Anxiolytics?,1.5,"""The result is [DP]76.44[/DP].""","""The result is 74.9.""","""The result is 75.44.""","""The result is 81.2.""","""The result is 78.44.""","""The result is [DP]946.1163[/DP].""","""The result is [DP]345.2205[/DP].""","""The result is [DP]45.214[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]616.1738[/DP].""","""The result is [DP]59.7191[/DP]."""
34,How effective is Anxiolytics in terms of outcome?,0.3,"""Deteriorated: [DP]0.38[/DP] No Change: [DP]0.34[/DP] Improved: [DP]0.28[/DP]""","""Deteriorated: 0 No Change: 0 Improved: 13.33""","""Deteriorated: 0.38 No Change: 1.34 Improved: 0.28""","""Deteriorated: 0 No Change: 7.91 Improved: 7.95""","""Deteriorated: 14.38 No Change: 0 Improved: 24.28""","""Deteriorated: [DP]0.009[/DP] No Change: [DP]0.1243[/DP] Improved: [DP]0.0087[/DP]""","""Deteriorated: [DP]nan[/DP] No Change: [DP]nan[/DP] Improved: [DP]0.0[/DP]""","""Deteriorated: [DP]2.9595[/DP] No Change: [DP]0.0595[/DP] Improved: [DP]0.1156[/DP]""","""Deteriorated: [DP]0.0[/DP] No Change: [DP]0.0[/DP] Improved: [DP]14.2809[/DP]""","""Deteriorated: [DP]nan[/DP] No Change: [DP]nan[/DP] Improved: [DP]nan[/DP]""","""Deteriorated: [DP]0.0116[/DP] No Change: [DP]0.0146[/DP] Improved: [DP]0.2437[/DP]"""
35,What is the average stress level of patients on Anxiolytics?,0.7,"""The result is [DP]7.7[/DP].""","""The result is 6.73.""","""The result is 7.7.""","""The result is 0.82.""","""The result is 4.7.""","""The result is [DP]0.0139[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]5.9601[/DP].""","""The result is [DP]987.831[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]42.4687[/DP]."""
36,How many patients are on Antidepressants?,0.3,"""The result is [DP]76[/DP].""","""The result is 77.32.""","""The result is 76.0.""","""The result is 78.27.""","""The result is 84.0.""","""The result is [DP]238.8148[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]51.4654[/DP].""","""The result is [DP]999.843[/DP].""","""The result is [DP]654.9341[/DP].""","""The result is [DP]340.2463[/DP]."""
37,What is the average adherence for patients on Antidepressants?,1.9,"""The result is [DP]75.61[/DP].""","""The result is 75.58.""","""The result is 77.61.""","""The result is 74.47.""","""The result is 78.61.""","""The result is [DP]980.3708[/DP].""","""The result is [DP]830.0508[/DP].""","""The result is [DP]274.0626[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]33.7725[/DP]."""
38,How effective is Antidepressants in terms of outcome?,1.5,"""Deteriorated: [DP]0.42[/DP] Improved: [DP]0.3[/DP] No Change: [DP]0.28[/DP]""","""Deteriorated: 0.19 Improved: 0 No Change: 0.97""","""Deteriorated: 3.42 Improved: 0.3 No Change: 1.28""","""Deteriorated: 0 Improved: 2.2 No Change: 3.24""","""Deteriorated: 0 Improved: 0 No Change: 0""","""Deteriorated: [DP]0.0[/DP] Improved: [DP]0.0[/DP] No Change: [DP]44.3419[/DP]""","""Deteriorated: [DP]nan[/DP] Improved: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]0.6843[/DP] Improved: [DP]1.9208[/DP] No Change: [DP]0.0491[/DP]""","""Deteriorated: [DP]0.0[/DP] Improved: [DP]996.5122[/DP] No Change: [DP]65.0784[/DP]""","""Deteriorated: [DP]nan[/DP] Improved: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]0.0079[/DP] Improved: [DP]0.034[/DP] No Change: [DP]0.0339[/DP]"""
39,What is the average stress level of patients on Antidepressants?,1.4,"""The result is [DP]7.67[/DP].""","""The result is 7.38.""","""The result is 4.67.""","""The result is 7.26.""","""The result is 13.67.""","""The result is [DP]803.5851[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.1295[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]12.3858[/DP]."""
40,How many patients are on Benzodiazepines?,0.5,"""The result is [DP]90[/DP].""","""The result is 92.56.""","""The result is 90.0.""","""The result is 93.41.""","""The result is 101.0.""","""The result is [DP]136.824[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]51.4054[/DP].""","""The result is [DP]0.0014[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]90.7122[/DP]."""
41,What is the average adherence for patients on Benzodiazepines?,1.4,"""The result is [DP]75.78[/DP].""","""The result is 75.96.""","""The result is 80.78.""","""The result is 80.25.""","""The result is 72.78.""","""The result is [DP]45.1101[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]227.8932[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]795.9742[/DP]."""
42,How effective is Benzodiazepines in terms of outcome?,0.7,"""Deteriorated: [DP]0.36[/DP] Improved: [DP]0.32[/DP] No Change: [DP]0.32[/DP]""","""Deteriorated: 0 Improved: 4.2 No Change: 1.18""","""Deteriorated: 0.36 Improved: 0 No Change: 0.32""","""Deteriorated: 14.3 Improved: 8.24 No Change: 0""","""Deteriorated: 0 Improved: 1.32 No Change: 0""","""Deteriorated: [DP]15.6025[/DP] Improved: [DP]0.0035[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]0.0[/DP] Improved: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]1.1464[/DP] Improved: [DP]0.3291[/DP] No Change: [DP]16.0986[/DP]""","""Deteriorated: [DP]999.967[/DP] Improved: [DP]0.6184[/DP] No Change: [DP]8.9175[/DP]""","""Deteriorated: [DP]nan[/DP] Improved: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]1.9346[/DP] Improved: [DP]0.1548[/DP] No Change: [DP]0.1166[/DP]"""
43,What is the average stress level of patients on Benzodiazepines?,1.5,"""The result is [DP]7.2[/DP].""","""The result is 5.87.""","""The result is 9.2.""","""The result is 8.58.""","""The result is 12.2.""","""The result is [DP]823.1459[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1.2903[/DP].""","""The result is [DP]0.001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]68.5884[/DP]."""
44,How many patients received Interpersonal Therapy?,0.4,"""The result is [DP]124[/DP].""","""The result is 122.64.""","""The result is 124.0.""","""The result is 138.19.""","""The result is 117.0.""","""The result is [DP]0.0876[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]13.568[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]12.736[/DP]."""
45,What is the average symptom severity for patients in Interpersonal Therapy?,0.5,"""The result is [DP]7.71[/DP].""","""The result is 6.59.""","""The result is 7.71.""","""The result is 14.77.""","""The result is 37.71.""","""The result is [DP]994.2217[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]24.0571[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]905.1963[/DP].""","""The result is [DP]81.0911[/DP]."""
46,What diagnosis is most commonly treated with Interpersonal Therapy?,0.7,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
