query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
40,How many hospitals have a value of Unknown for Pneumonia?,1.9,"""The result is [DP]759[/DP].""","""The result is 757.72.""","""The result is 758.0.""","""The result is 757.85.""","""The result is 756.0.""","""The result is [DP]999.1763[/DP].""","""The result is [DP]978.9751[/DP].""","""The result is [DP]344.2819[/DP].""","""The result is [DP]999.7503[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]993.5176[/DP]."""
41,What is the average cost for Heart Failure procedures?,0.5,"""The result is [DP]12149.03[/DP].""","""The result is 12150.9.""","""The result is 12149.03.""","""The result is 12145.21.""","""The result is 12155.03.""","""The result is [DP]999.7668[/DP].""","""The result is [DP]474.2437[/DP].""","""The result is [DP]999.9818[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
42,Which state has the highest average cost for Heart Failure?,0.3,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
43,Which state has the highest average cost for Heart Attack?,0.9,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
44,What is the average cost for Heart Failure procedures?,0.5,"""The result is [DP]12149.03[/DP].""","""The result is 12149.72.""","""The result is 12148.03.""","""The result is 12165.37.""","""The result is 12152.03.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]682.1454[/DP].""","""The result is [DP]999.9971[/DP].""","""The result is [DP]880.8587[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1000.0[/DP]."""
45,What is the average cost for Hip Knee procedures?,1.9,"""The result is [DP]12501.07[/DP].""","""The result is 12501.23.""","""The result is 12501.07.""","""The result is 12501.8.""","""The result is 12502.07.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9855[/DP].""","""The result is [DP]999.9971[/DP].""","""The result is [DP]676.868[/DP].""","""The result is [DP]999.9999[/DP]."""
46,What is the average cost for Hip Knee procedures?,0.3,"""The result is [DP]12501.07[/DP].""","""The result is 12503.7.""","""The result is 12499.07.""","""The result is 12492.91.""","""The result is 12495.07.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9991[/DP].""","""The result is [DP]41.4566[/DP].""","""The result is [DP]746.3922[/DP].""","""The result is [DP]999.9999[/DP]."""
47,How many hospitals have a Safety rating of Above?,1.7,"""The result is [DP]1185[/DP].""","""The result is 1184.22.""","""The result is 1193.0.""","""The result is 1185.04.""","""The result is 1184.0.""","""The result is [DP]999.9996[/DP].""","""The result is [DP]764.281[/DP].""","""The result is [DP]999.9975[/DP].""","""The result is [DP]988.372[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9985[/DP]."""
48,What is the average cost for Heart Failure procedures?,0.6,"""The result is [DP]12149.03[/DP].""","""The result is 12150.9.""","""The result is 12146.03.""","""The result is 12159.49.""","""The result is 12148.03.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9951[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.998[/DP]."""
49,What is the average cost for Heart Failure procedures?,0.9,"""The result is [DP]12149.03[/DP].""","""The result is 12148.0.""","""The result is 12139.03.""","""The result is 12149.26.""","""The result is 12152.03.""","""The result is [DP]999.9997[/DP].""","""The result is [DP]822.779[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]988.7067[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9896[/DP]."""
50,Which state has the highest average cost for Heart Attack?,1.1,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
51,How many hospitals are there in MT?,1.5,"""The result is [DP]62[/DP].""","""The result is 61.0.""","""The result is 62.0.""","""The result is 59.16.""","""The result is 60.0.""","""The result is [DP]42.8151[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]13.9387[/DP].""","""The result is [DP]999.9057[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]293.461[/DP]."""
52,How many hospitals have a Effectiveness rating of None?,0.1,"""938""","""938""","""938""","""938""","""938""","""999.9948""","""nan""","""967.7438""","""266.8251""","""0.0""","""795.9436"""
53,Which state has the highest average cost for Heart Failure?,1.2,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
54,How many hospitals have a Experience rating of Above?,1.3,"""The result is [DP]1151[/DP].""","""The result is 1151.15.""","""The result is 1149.0.""","""The result is 1146.2.""","""The result is 1143.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]735.0757[/DP].""","""The result is [DP]999.9986[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.995[/DP]."""
55,How many hospitals are there in DC?,1.1,"""The result is [DP]8[/DP].""","""The result is 9.53.""","""The result is 6.0.""","""The result is 9.5.""","""The result is 10.0.""","""The result is [DP]0.0021[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]71.4554[/DP].""","""The result is [DP]0.1632[/DP].""","""The result is [DP]891.7756[/DP].""","""The result is [DP]1.7122[/DP]."""
56,How many hospitals have a Experience rating of None?,1.7,"""1340""","""1340""","""1340""","""1340""","""1340""","""999.9997""","""nan""","""999.9971""","""999.2454""","""864.125""","""999.9999"""
57,Which state has the highest average cost for Heart Attack?,0.2,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
58,How many hospitals are there in DC?,0.2,"""The result is [DP]8[/DP].""","""The result is 7.0.""","""The result is 7.0.""","""The result is 0.""","""The result is 0.""","""The result is [DP]0.0005[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.7807[/DP].""","""The result is [DP]0.8566[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.3808[/DP]."""
59,How many hospitals have a quality of Better for Heart Failure?,1.2,"""The result is [DP]196[/DP].""","""The result is 193.69.""","""The result is 201.0.""","""The result is 194.84.""","""The result is 198.0.""","""The result is [DP]11.2559[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]352.4315[/DP].""","""The result is [DP]1.8557[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]245.488[/DP]."""
60,How many hospitals have a quality of Worse for Hip Knee?,0.2,"""The result is [DP]44[/DP].""","""The result is 71.46.""","""The result is 44.0.""","""The result is 46.74.""","""The result is 85.0.""","""The result is [DP]20.5892[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]438.1666[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]376.5293[/DP].""","""The result is [DP]129.1939[/DP]."""
61,How many hospitals have a Timeliness rating of Below?,1.7,"""The result is [DP]1056[/DP].""","""The result is 1054.32.""","""The result is 1055.0.""","""The result is 1051.75.""","""The result is 1053.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9957[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]800.4972[/DP].""","""The result is [DP]999.9615[/DP]."""
62,How many hospitals have a value of Average for Pneumonia?,1.1,"""The result is [DP]2338[/DP].""","""The result is 2337.07.""","""The result is 2336.0.""","""The result is 2334.06.""","""The result is 2342.0.""","""The result is [DP]999.9348[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9995[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9965[/DP]."""
63,Which state has the highest average cost for Pneumonia?,0.6,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
64,How many hospitals have a Experience rating of None?,0.1,"""1340""","""1340""","""1340""","""1340""","""1340""","""1000.0""","""0.0""","""999.9997""","""1000.0""","""0.0""","""999.9927"""
65,How many hospitals have a value of Higher for Heart Attack?,2.0,"""The result is [DP]199[/DP].""","""The result is 197.33.""","""The result is 201.0.""","""The result is 197.41.""","""The result is 199.0.""","""The result is [DP]11.0344[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]168.6758[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]408.9464[/DP]."""
66,How many hospitals have a quality of Average for Hip Knee?,0.2,"""2615""","""2615""","""2615""","""2615""","""2615""","""1000.0""","""nan""","""999.9794""","""1000.0""","""0.0""","""999.9722"""
67,How many hospitals have a quality of Worse for Heart Attack?,1.0,"""The result is [DP]24[/DP].""","""The result is 22.46.""","""The result is 24.0.""","""The result is 31.56.""","""The result is 18.0.""","""The result is [DP]581.6285[/DP].""","""The result is [DP]959.2317[/DP].""","""The result is [DP]179.5875[/DP].""","""The result is [DP]993.8319[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]131.4473[/DP]."""
68,How many hospitals are there in MO?,1.8,"""The result is [DP]111[/DP].""","""The result is 111.48.""","""The result is 111.0.""","""The result is 108.51.""","""The result is 115.0.""","""The result is [DP]980.0789[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]724.5454[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]194.4886[/DP]."""
69,What is the average cost for Hip Knee procedures?,0.9,"""The result is [DP]12501.07[/DP].""","""The result is 12498.77.""","""The result is 12502.07.""","""The result is 12497.24.""","""The result is 12501.07.""","""The result is [DP]999.992[/DP].""","""The result is [DP]774.4593[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]451.9873[/DP].""","""The result is [DP]999.9999[/DP]."""
70,How many hospitals are there in IA?,0.2,"""The result is [DP]116[/DP].""","""The result is 112.37.""","""The result is 116.0.""","""The result is 122.89.""","""The result is 157.0.""","""The result is [DP]789.8428[/DP].""","""The result is [DP]771.603[/DP].""","""The result is [DP]69.143[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]20.2245[/DP]."""
71,How many hospitals have a quality of Unknown for Hip Knee?,0.4,"""The result is [DP]2045[/DP].""","""The result is 2044.84.""","""The result is 2045.0.""","""The result is 2044.99.""","""The result is 2054.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9988[/DP].""","""The result is [DP]999.9891[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9915[/DP]."""
72,How many hospitals have a Readmission rating of Above?,0.4,"""The result is [DP]1508[/DP].""","""The result is 1506.95.""","""The result is 1508.0.""","""The result is 1489.45.""","""The result is 1507.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]856.3922[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]967.0094[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP]."""
73,How many hospitals have a Mortality rating of Below?,0.1,"""The result is [DP]345[/DP].""","""The result is 337.35.""","""The result is 345.0.""","""The result is 407.07.""","""The result is 334.0.""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]606.0449[/DP].""","""The result is [DP]973.7783[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]44.9945[/DP]."""
74,How many hospitals are there in TN?,1.3,"""The result is [DP]105[/DP].""","""The result is 104.66.""","""The result is 106.0.""","""The result is 99.66.""","""The result is 110.0.""","""The result is [DP]23.778[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]47.5735[/DP].""","""The result is [DP]133.6519[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]41.9393[/DP]."""
75,How many hospitals have a value of Lower for Heart Attack?,0.9,"""192""","""192""","""192""","""192""","""192""","""162.2619""","""nan""","""690.6926""","""0.0""","""nan""","""123.0893"""
76,Which state has the highest average cost for Hip Knee?,1.1,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
77,How many hospitals are there in ND?,0.5,"""The result is [DP]44[/DP].""","""The result is 54.99.""","""The result is 44.0.""","""The result is 55.61.""","""The result is 49.0.""","""The result is [DP]1.9359[/DP].""","""The result is [DP]918.9915[/DP].""","""The result is [DP]320.5292[/DP].""","""The result is [DP]999.5267[/DP].""","""The result is [DP]864.4727[/DP].""","""The result is [DP]2.7342[/DP]."""
78,How many hospitals have a Experience rating of None?,1.3,"""1340""","""1340""","""1340""","""1340""","""1340""","""999.9998""","""0.0""","""999.9931""","""1000.0""","""0.0""","""1000.0"""
79,How many hospitals have a Experience rating of Below?,0.5,"""The result is [DP]1070[/DP].""","""The result is 1069.7.""","""The result is 1069.0.""","""The result is 1088.2.""","""The result is 1073.0.""","""The result is [DP]999.9991[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]15.2318[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9859[/DP]."""
80,How many hospitals have a Safety rating of Above?,1.9,"""The result is [DP]1185[/DP].""","""The result is 1185.16.""","""The result is 1179.0.""","""The result is 1185.32.""","""The result is 1186.0.""","""The result is [DP]999.4606[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9956[/DP].""","""The result is [DP]993.0799[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.994[/DP]."""
81,Which state has the highest average cost for Heart Failure?,0.8,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
82,Which state has the highest average cost for Hip Knee?,1.9,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
83,How many hospitals have a Mortality rating of Above?,1.6,"""The result is [DP]383[/DP].""","""The result is 382.45.""","""The result is 383.0.""","""The result is 381.26.""","""The result is 379.0.""","""The result is [DP]977.9898[/DP].""","""The result is [DP]680.1765[/DP].""","""The result is [DP]689.0597[/DP].""","""The result is [DP]999.8609[/DP].""","""The result is [DP]890.038[/DP].""","""The result is [DP]956.6169[/DP]."""
84,How many hospitals have a Timeliness rating of Above?,0.5,"""The result is [DP]1255[/DP].""","""The result is 1254.22.""","""The result is 1254.0.""","""The result is 1267.28.""","""The result is 1269.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9649[/DP]."""
85,How many hospitals have a quality of Average for Heart Failure?,1.3,"""The result is [DP]3141[/DP].""","""The result is 3140.83.""","""The result is 3141.0.""","""The result is 3140.92.""","""The result is 3141.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9978[/DP].""","""The result is [DP]999.9425[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.979[/DP]."""
86,What is the average cost for Heart Failure procedures?,0.5,"""The result is [DP]12149.03[/DP].""","""The result is 12148.74.""","""The result is 12149.03.""","""The result is 12156.53.""","""The result is 12151.03.""","""The result is [DP]999.7586[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]999.992[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9883[/DP]."""
