query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
16,How many hospitals have a quality of Better for Hip Knee?,1.4,"""The result is [DP]68[/DP].""","""The result is 67.1.""","""The result is 71.0.""","""The result is 67.6.""","""The result is 79.0.""","""The result is [DP]159.3854[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]73.1932[/DP].""","""The result is [DP]0.065[/DP].""","""The result is [DP]969.4303[/DP].""","""The result is [DP]23.0551[/DP]."""
17,Which state has the highest average cost for Heart Attack?,1.8,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
18,How many hospitals have a Imaging rating of Below?,0.5,"""The result is [DP]432[/DP].""","""The result is 435.22.""","""The result is 432.0.""","""The result is 442.55.""","""The result is 432.0.""","""The result is [DP]999.9593[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]839.3195[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]947.9416[/DP]."""
19,How many hospitals are there in FL?,0.6,"""The result is [DP]184[/DP].""","""The result is 184.29.""","""The result is 183.0.""","""The result is 186.77.""","""The result is 196.0.""","""The result is [DP]924.9324[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]190.6547[/DP].""","""The result is [DP]999.4157[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]225.8652[/DP]."""
20,Which state has the highest average cost for Pneumonia?,1.4,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
21,Which state has the highest average cost for Pneumonia?,0.3,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
22,Which state has the highest average cost for Heart Attack?,1.3,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
23,How many hospitals have a Experience rating of None?,0.7,"""1340""","""1340""","""1340""","""1340""","""1340""","""999.9999""","""nan""","""999.9988""","""1000.0""","""nan""","""999.9998"""
24,How many hospitals have a Imaging rating of Below?,0.4,"""The result is [DP]431[/DP].""","""The result is 427.03.""","""The result is 430.0.""","""The result is 426.26.""","""The result is 441.0.""","""The result is [DP]15.9223[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]336.7319[/DP].""","""The result is [DP]997.5592[/DP].""","""The result is [DP]503.4062[/DP].""","""The result is [DP]152.3988[/DP]."""
25,How many hospitals have a quality of Better for Pneumonia?,1.2,"""The result is [DP]219[/DP].""","""The result is 218.74.""","""The result is 219.0.""","""The result is 214.74.""","""The result is 217.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]641.5991[/DP].""","""The result is [DP]0.0165[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]33.9557[/DP]."""
26,What is the average cost for Pneumonia procedures?,1.2,"""The result is [DP]14625.66[/DP].""","""The result is 14626.82.""","""The result is 14621.66.""","""The result is 14623.52.""","""The result is 14622.66.""","""The result is [DP]999.994[/DP].""","""The result is [DP]406.8243[/DP].""","""The result is [DP]999.9973[/DP].""","""The result is [DP]999.7006[/DP].""","""The result is [DP]651.1031[/DP].""","""The result is [DP]999.9686[/DP]."""
27,What is the average cost for Heart Attack procedures?,1.4,"""The result is [DP]11360.98[/DP].""","""The result is 11361.07.""","""The result is 11360.98.""","""The result is 11355.02.""","""The result is 11358.98.""","""The result is [DP]899.41[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9994[/DP].""","""The result is [DP]999.9983[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
28,How many hospitals have a Safety rating of None?,1.3,"""2142""","""2142""","""2142""","""2142""","""2142""","""999.8069""","""nan""","""999.994""","""1000.0""","""0.0""","""999.9969"""
29,How many hospitals have a Safety rating of Below?,1.3,"""901""","""901""","""901""","""901""","""901""","""0.0567""","""nan""","""804.1494""","""999.9995""","""0.0""","""249.0318"""
30,What is the average cost for Heart Attack procedures?,2.0,"""The result is [DP]11360.98[/DP].""","""The result is 11361.89.""","""The result is 11346.98.""","""The result is 11361.11.""","""The result is 11358.98.""","""The result is [DP]999.9997[/DP].""","""The result is [DP]916.8176[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]999.7962[/DP].""","""The result is [DP]735.3839[/DP].""","""The result is [DP]999.9965[/DP]."""
31,How many hospitals have a Experience rating of Below?,1.5,"""The result is [DP]1098[/DP].""","""The result is 1096.95.""","""The result is 1102.0.""","""The result is 1099.45.""","""The result is 1095.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]736.5299[/DP].""","""The result is [DP]999.9882[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]486.4978[/DP].""","""The result is [DP]999.9999[/DP]."""
32,How many hospitals have a value of Unknown for Heart Failure?,0.6,"""The result is [DP]1300[/DP].""","""The result is 1299.49.""","""The result is 1300.0.""","""The result is 1286.81.""","""The result is 1310.0.""","""The result is [DP]999.9975[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9699[/DP].""","""The result is [DP]46.7795[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9869[/DP]."""
33,How many hospitals have a value of Lower for Hip Knee?,0.1,"""1027""","""1027""","""1027""","""1027""","""1027""","""999.8029""","""nan""","""999.9996""","""1000.0""","""0.0""","""999.9999"""
34,What is the average cost for Heart Attack procedures?,1.8,"""The result is [DP]11360.98[/DP].""","""The result is 11361.1.""","""The result is 11364.98.""","""The result is 11358.64.""","""The result is 11357.98.""","""The result is [DP]999.2351[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]9.5604[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1000.0[/DP]."""
35,Which state has the highest average cost for Pneumonia?,0.4,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
36,How many hospitals have a Effectiveness rating of None?,0.9,"""938""","""938""","""938""","""938""","""938""","""4.698""","""0.0""","""997.5251""","""0.0002""","""0.0""","""970.1353"""
37,How many hospitals have a Timeliness rating of Above?,0.9,"""The result is [DP]1275[/DP].""","""The result is 1275.13.""","""The result is 1276.0.""","""The result is 1269.19.""","""The result is 1286.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]999.9929[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9542[/DP]."""
38,Which state has the highest average cost for Pneumonia?,0.8,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
39,Which state has the highest average cost for Hip Knee?,1.3,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
40,How many hospitals have a value of Unknown for Pneumonia?,0.2,"""The result is [DP]759[/DP].""","""The result is 771.21.""","""The result is 759.0.""","""The result is 744.51.""","""The result is 733.0.""","""The result is [DP]7.3748[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]777.6972[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]238.3396[/DP]."""
41,What is the average cost for Heart Failure procedures?,1.2,"""The result is [DP]12149.03[/DP].""","""The result is 12149.17.""","""The result is 12140.03.""","""The result is 12152.12.""","""The result is 12152.03.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9981[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]936.6424[/DP].""","""The result is [DP]999.9993[/DP]."""
42,Which state has the highest average cost for Heart Failure?,1.6,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
43,Which state has the highest average cost for Heart Attack?,0.1,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
44,What is the average cost for Heart Failure procedures?,0.7,"""The result is [DP]12149.03[/DP].""","""The result is 12149.62.""","""The result is 12149.03.""","""The result is 12156.67.""","""The result is 12148.03.""","""The result is [DP]999.995[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9985[/DP].""","""The result is [DP]993.6804[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
45,What is the average cost for Hip Knee procedures?,0.9,"""The result is [DP]12501.07[/DP].""","""The result is 12499.62.""","""The result is 12502.07.""","""The result is 12498.58.""","""The result is 12512.07.""","""The result is [DP]999.9986[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9991[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9983[/DP]."""
46,What is the average cost for Hip Knee procedures?,0.1,"""The result is [DP]12501.07[/DP].""","""The result is 12569.62.""","""The result is 12501.07.""","""The result is 12528.66.""","""The result is 12476.07.""","""The result is [DP]999.9992[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9769[/DP].""","""The result is [DP]999.9963[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9457[/DP]."""
47,How many hospitals have a Safety rating of Above?,1.4,"""The result is [DP]1185[/DP].""","""The result is 1185.57.""","""The result is 1183.0.""","""The result is 1188.89.""","""The result is 1182.0.""","""The result is [DP]999.9982[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.999[/DP]."""
48,What is the average cost for Heart Failure procedures?,0.5,"""The result is [DP]12149.03[/DP].""","""The result is 12147.65.""","""The result is 12145.03.""","""The result is 12159.0.""","""The result is 12139.03.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9983[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]850.0876[/DP].""","""The result is [DP]1000.0[/DP]."""
49,What is the average cost for Heart Failure procedures?,0.8,"""The result is [DP]12149.03[/DP].""","""The result is 12147.29.""","""The result is 12149.03.""","""The result is 12144.0.""","""The result is 12147.03.""","""The result is [DP]999.9996[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]129.5181[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
50,Which state has the highest average cost for Heart Attack?,0.9,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
51,How many hospitals are there in MT?,1.3,"""The result is [DP]62[/DP].""","""The result is 59.82.""","""The result is 66.0.""","""The result is 56.98.""","""The result is 60.0.""","""The result is [DP]30.9254[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]72.7447[/DP].""","""The result is [DP]1.3572[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]224.2091[/DP]."""
52,How many hospitals have a Effectiveness rating of None?,1.9,"""938""","""938""","""938""","""938""","""938""","""898.4684""","""nan""","""965.5959""","""0.3415""","""0.0""","""961.2899"""
53,Which state has the highest average cost for Heart Failure?,1.8,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
54,How many hospitals have a Experience rating of Above?,0.6,"""The result is [DP]1178[/DP].""","""The result is 1176.76.""","""The result is 1178.0.""","""The result is 1170.98.""","""The result is 1175.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9994[/DP].""","""The result is [DP]990.5424[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9987[/DP]."""
55,How many hospitals are there in DC?,0.2,"""The result is [DP]8[/DP].""","""The result is 6.28.""","""The result is 8.0.""","""The result is 2.88.""","""The result is 0.""","""The result is [DP]999.9177[/DP].""","""The result is [DP]967.4062[/DP].""","""The result is [DP]0.5496[/DP].""","""The result is [DP]0.0017[/DP].""","""The result is [DP]936.4494[/DP].""","""The result is [DP]40.5281[/DP]."""
56,How many hospitals have a Experience rating of None?,1.1,"""The result is [DP]1340[/DP].""","""The result is 1338.59.""","""The result is 1340.0.""","""The result is 1339.29.""","""The result is 1345.0.""","""The result is [DP]999.9815[/DP].""","""The result is [DP]222.5197[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9983[/DP]."""
57,Which state has the highest average cost for Heart Attack?,1.3,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
58,How many hospitals are there in DC?,0.3,"""The result is [DP]8[/DP].""","""The result is 18.12.""","""The result is 8.0.""","""The result is 6.0.""","""The result is 2.0.""","""The result is [DP]249.8393[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]2.5252[/DP].""","""The result is [DP]999.9687[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]7.4666[/DP]."""
59,How many hospitals have a quality of Better for Heart Failure?,0.2,"""The result is [DP]196[/DP].""","""The result is 201.05.""","""The result is 196.0.""","""The result is 189.57.""","""The result is 139.0.""","""The result is [DP]0.0007[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]499.1899[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]23.9848[/DP]."""
60,How many hospitals have a quality of Worse for Hip Knee?,1.1,"""The result is [DP]44[/DP].""","""The result is 44.97.""","""The result is 44.0.""","""The result is 47.12.""","""The result is 49.0.""","""The result is [DP]0.3611[/DP].""","""The result is [DP]584.7271[/DP].""","""The result is [DP]9.8644[/DP].""","""The result is [DP]0.0047[/DP].""","""The result is [DP]961.9486[/DP].""","""The result is [DP]139.6784[/DP]."""
61,How many hospitals have a Timeliness rating of Below?,0.7,"""The result is [DP]1056[/DP].""","""The result is 1059.56.""","""The result is 1056.0.""","""The result is 1043.51.""","""The result is 1058.0.""","""The result is [DP]998.4816[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.994[/DP].""","""The result is [DP]586.2982[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9849[/DP]."""
62,How many hospitals have a value of Average for Pneumonia?,1.8,"""2338""","""2338""","""2338""","""2338""","""2338""","""1000.0""","""0.0""","""999.9735""","""999.9683""","""995.2429""","""999.999"""
63,Which state has the highest average cost for Pneumonia?,1.2,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
64,How many hospitals have a Experience rating of None?,1.9,"""1340""","""1340""","""1340""","""1340""","""1340""","""1000.0""","""0.0""","""999.9984""","""1000.0""","""983.3229""","""999.9963"""
65,How many hospitals have a value of Higher for Heart Attack?,0.7,"""The result is [DP]199[/DP].""","""The result is 199.35.""","""The result is 196.0.""","""The result is 194.95.""","""The result is 190.0.""","""The result is [DP]999.9993[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]18.0479[/DP].""","""The result is [DP]987.6809[/DP].""","""The result is [DP]179.7588[/DP].""","""The result is [DP]23.9894[/DP]."""
66,How many hospitals have a quality of Average for Hip Knee?,1.9,"""The result is [DP]2535[/DP].""","""The result is 2533.72.""","""The result is 2536.0.""","""The result is 2533.45.""","""The result is 2537.0.""","""The result is [DP]164.8481[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
67,How many hospitals have a quality of Worse for Heart Attack?,1.7,"""The result is [DP]24[/DP].""","""The result is 23.68.""","""The result is 24.0.""","""The result is 19.47.""","""The result is 23.0.""","""The result is [DP]0.1465[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]23.2614[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]917.2951[/DP].""","""The result is [DP]1.0964[/DP]."""
68,How many hospitals are there in MO?,1.4,"""The result is [DP]111[/DP].""","""The result is 107.64.""","""The result is 108.0.""","""The result is 116.02.""","""The result is 114.0.""","""The result is [DP]715.1812[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]73.7217[/DP].""","""The result is [DP]0.3232[/DP].""","""The result is [DP]808.2506[/DP].""","""The result is [DP]5.3142[/DP]."""
69,What is the average cost for Hip Knee procedures?,0.3,"""The result is [DP]12501.07[/DP].""","""The result is 12501.51.""","""The result is 12501.07.""","""The result is 12520.39.""","""The result is 12528.07.""","""The result is [DP]999.9989[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9822[/DP]."""
70,How many hospitals are there in IA?,0.8,"""The result is [DP]116[/DP].""","""The result is 114.09.""","""The result is 116.0.""","""The result is 117.04.""","""The result is 120.0.""","""The result is [DP]0.194[/DP].""","""The result is [DP]188.7321[/DP].""","""The result is [DP]268.771[/DP].""","""The result is [DP]338.9195[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]49.6242[/DP]."""
71,How many hospitals have a quality of Unknown for Hip Knee?,2.0,"""The result is [DP]2045[/DP].""","""The result is 2044.7.""","""The result is 2042.0.""","""The result is 2045.18.""","""The result is 2043.0.""","""The result is [DP]999.9992[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9949[/DP].""","""The result is [DP]999.938[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
72,How many hospitals have a Readmission rating of Above?,0.7,"""The result is [DP]1508[/DP].""","""The result is 1504.01.""","""The result is 1509.0.""","""The result is 1503.99.""","""The result is 1506.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]897.8126[/DP].""","""The result is [DP]999.9961[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP]."""
73,How many hospitals have a Mortality rating of Below?,1.0,"""The result is [DP]349[/DP].""","""The result is 349.94.""","""The result is 347.0.""","""The result is 352.57.""","""The result is 343.0.""","""The result is [DP]8.7795[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]522.3636[/DP].""","""The result is [DP]950.2282[/DP].""","""The result is [DP]292.2432[/DP].""","""The result is [DP]336.7598[/DP]."""
74,How many hospitals are there in TN?,1.0,"""The result is [DP]105[/DP].""","""The result is 103.93.""","""The result is 104.0.""","""The result is 101.82.""","""The result is 111.0.""","""The result is [DP]996.7818[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]15.5604[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]301.8888[/DP]."""
75,How many hospitals have a value of Lower for Heart Attack?,1.5,"""192""","""192""","""192""","""192""","""192""","""999.8013""","""nan""","""44.9303""","""997.5483""","""0.0""","""156.564"""
76,Which state has the highest average cost for Hip Knee?,0.4,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
77,How many hospitals are there in ND?,1.5,"""The result is [DP]44[/DP].""","""The result is 44.01.""","""The result is 46.0.""","""The result is 46.46.""","""The result is 52.0.""","""The result is [DP]418.4631[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]21.7608[/DP].""","""The result is [DP]856.085[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]54.9294[/DP]."""
78,How many hospitals have a Experience rating of None?,0.4,"""The result is [DP]1340[/DP].""","""The result is 1339.85.""","""The result is 1340.0.""","""The result is 1344.77.""","""The result is 1337.0.""","""The result is [DP]999.9979[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9988[/DP].""","""The result is [DP]10.0128[/DP].""","""The result is [DP]933.6378[/DP].""","""The result is [DP]999.951[/DP]."""
79,How many hospitals have a Experience rating of Below?,0.4,"""The result is [DP]1070[/DP].""","""The result is 1070.15.""","""The result is 1071.0.""","""The result is 1079.65.""","""The result is 1064.0.""","""The result is [DP]999.3436[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9933[/DP].""","""The result is [DP]2.4158[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9838[/DP]."""
80,How many hospitals have a Safety rating of Above?,1.6,"""The result is [DP]1185[/DP].""","""The result is 1185.3.""","""The result is 1186.0.""","""The result is 1182.35.""","""The result is 1180.0.""","""The result is [DP]994.2786[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9987[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
81,Which state has the highest average cost for Heart Failure?,1.6,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
82,Which state has the highest average cost for Hip Knee?,0.4,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
83,How many hospitals have a Mortality rating of Above?,0.4,"""The result is [DP]383[/DP].""","""The result is 382.5.""","""The result is 383.0.""","""The result is 386.87.""","""The result is 389.0.""","""The result is [DP]136.0663[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]897.9914[/DP].""","""The result is [DP]0.0096[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]953.9112[/DP]."""
84,How many hospitals have a Timeliness rating of Above?,1.8,"""The result is [DP]1275[/DP].""","""The result is 1274.81.""","""The result is 1280.0.""","""The result is 1278.69.""","""The result is 1276.0.""","""The result is [DP]927.7563[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]183.2817[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9891[/DP]."""
85,How many hospitals have a quality of Average for Heart Failure?,2.0,"""3141""","""3141""","""3141""","""3141""","""3141""","""1000.0""","""0.0""","""999.9992""","""277.4831""","""343.3359""","""999.9997"""
