query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
19,How many hospitals are there in FL?,0.9189598761607718,"""The result is [DP]184[/DP].""","""The result is 183.98.""","""The result is 178.0.""","""The result is 183.99.""","""The result is 186.0.""","""The result is [DP]981.2799[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]28.8356[/DP].""","""The result is [DP]0.1988[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]885.4185[/DP]."""
20,Which state has the highest average cost for Pneumonia?,0.4216476246561033,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
21,Which state has the highest average cost for Pneumonia?,0.1,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
22,Which state has the highest average cost for Heart Attack?,0.8993786248373329,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
23,How many hospitals have a Experience rating of None?,0.18273699254356746,"""1340""","""1340""","""1340""","""1340""","""1340""","""999.9997""","""nan""","""999.9988""","""1000.0""","""nan""","""999.9999"""
24,How many hospitals have a Imaging rating of Below?,0.9189598761607718,"""432""","""432""","""432""","""432""","""432""","""707.9871""","""nan""","""726.4252""","""999.9236""","""nan""","""948.4521"""
25,How many hospitals have a quality of Better for Pneumonia?,0.25312319302722175,"""The result is [DP]219[/DP].""","""The result is 219.77.""","""The result is 219.0.""","""The result is 187.83.""","""The result is 264.0.""","""The result is [DP]10.6463[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]215.1868[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]103.3418[/DP]."""
26,What is the average cost for Pneumonia procedures?,0.5226303807974494,"""The result is [DP]14625.66[/DP].""","""The result is 14620.55.""","""The result is 14624.66.""","""The result is 14632.06.""","""The result is 14615.66.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9965[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1000.0[/DP]."""
27,What is the average cost for Heart Attack procedures?,1.0368546195518356,"""The result is [DP]11360.98[/DP].""","""The result is 11360.19.""","""The result is 11361.98.""","""The result is 11369.26.""","""The result is 11357.98.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9995[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.978[/DP]."""
28,How many hospitals have a Safety rating of None?,0.5226303807974494,"""2142""","""2142""","""2142""","""2142""","""2142""","""999.9998""","""nan""","""999.9987""","""1000.0""","""0.0""","""999.9895"""
29,How many hospitals have a Safety rating of Below?,0.918142078633442,"""The result is [DP]877[/DP].""","""The result is 878.07.""","""The result is 883.0.""","""The result is 868.59.""","""The result is 870.0.""","""The result is [DP]994.377[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]995.7529[/DP].""","""The result is [DP]999.6609[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]601.8484[/DP]."""
30,What is the average cost for Heart Attack procedures?,0.18273699254356746,"""The result is [DP]11360.98[/DP].""","""The result is 11367.31.""","""The result is 11360.98.""","""The result is 11362.33.""","""The result is 11417.98.""","""The result is [DP]998.7543[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9986[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP]."""
31,How many hospitals have a Experience rating of Below?,0.918142078633442,"""The result is [DP]1070[/DP].""","""The result is 1070.09.""","""The result is 1070.0.""","""The result is 1066.82.""","""The result is 1075.0.""","""The result is [DP]975.1091[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9878[/DP]."""
32,How many hospitals have a value of Unknown for Heart Failure?,0.918142078633442,"""The result is [DP]1300[/DP].""","""The result is 1299.99.""","""The result is 1300.0.""","""The result is 1305.53.""","""The result is 1304.0.""","""The result is [DP]999.9858[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9839[/DP]."""
33,How many hospitals have a value of Lower for Hip Knee?,0.18273699254356746,"""The result is [DP]1027[/DP].""","""The result is 1025.69.""","""The result is 1027.0.""","""The result is 1040.74.""","""The result is 1076.0.""","""The result is [DP]999.9684[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]850.4091[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9758[/DP]."""
34,What is the average cost for Heart Attack procedures?,0.25312319302722175,"""The result is [DP]11360.98[/DP].""","""The result is 11371.08.""","""The result is 11360.98.""","""The result is 11353.51.""","""The result is 11364.98.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9992[/DP].""","""The result is [DP]398.2653[/DP].""","""The result is [DP]706.4869[/DP].""","""The result is [DP]999.9482[/DP]."""
35,Which state has the highest average cost for Pneumonia?,0.794007125837763,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
36,How many hospitals have a Effectiveness rating of None?,0.23211822891717815,"""The result is [DP]938[/DP].""","""The result is 936.63.""","""The result is 937.0.""","""The result is 919.31.""","""The result is 915.0.""","""The result is [DP]42.0465[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]951.7428[/DP].""","""The result is [DP]0.2016[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]997.3065[/DP]."""
37,How many hospitals have a Timeliness rating of Above?,0.8993786248373329,"""The result is [DP]1275[/DP].""","""The result is 1276.05.""","""The result is 1272.0.""","""The result is 1269.49.""","""The result is 1274.0.""","""The result is [DP]999.1485[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9945[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9994[/DP]."""
38,Which state has the highest average cost for Pneumonia?,1.1038400552956573,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
39,Which state has the highest average cost for Hip Knee?,0.45188719028566016,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
40,How many hospitals have a value of Unknown for Pneumonia?,0.918142078633442,"""The result is [DP]759[/DP].""","""The result is 764.69.""","""The result is 761.0.""","""The result is 760.83.""","""The result is 754.0.""","""The result is [DP]998.3418[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]905.9036[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]293.249[/DP].""","""The result is [DP]687.2991[/DP]."""
41,What is the average cost for Heart Failure procedures?,0.9181457884751146,"""The result is [DP]12149.03[/DP].""","""The result is 12147.49.""","""The result is 12148.03.""","""The result is 12156.94.""","""The result is 12150.03.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]583.3032[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]376.6837[/DP].""","""The result is [DP]999.9739[/DP]."""
42,Which state has the highest average cost for Heart Failure?,0.9145856197269706,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
43,Which state has the highest average cost for Heart Attack?,0.45188719028566016,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
44,What is the average cost for Heart Failure procedures?,1.1038400552956573,"""The result is [DP]12149.03[/DP].""","""The result is 12144.1.""","""The result is 12149.03.""","""The result is 12143.08.""","""The result is 12151.03.""","""The result is [DP]999.9997[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9994[/DP].""","""The result is [DP]999.97[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
45,What is the average cost for Hip Knee procedures?,0.5226303807974494,"""The result is [DP]12501.07[/DP].""","""The result is 12501.16.""","""The result is 12500.07.""","""The result is 12495.32.""","""The result is 12511.07.""","""The result is [DP]999.5079[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9987[/DP].""","""The result is [DP]953.3158[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9903[/DP]."""
46,What is the average cost for Hip Knee procedures?,0.9181457884751146,"""The result is [DP]12501.07[/DP].""","""The result is 12500.71.""","""The result is 12505.07.""","""The result is 12497.67.""","""The result is 12501.07.""","""The result is [DP]999.6251[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9949[/DP].""","""The result is [DP]787.1836[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP]."""
47,How many hospitals have a Safety rating of Above?,0.23211822891717815,"""The result is [DP]1167[/DP].""","""The result is 1167.56.""","""The result is 1166.0.""","""The result is 1159.45.""","""The result is 1182.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9979[/DP].""","""The result is [DP]999.9978[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9933[/DP]."""
48,What is the average cost for Heart Failure procedures?,0.7715746304029494,"""The result is [DP]12149.03[/DP].""","""The result is 12149.69.""","""The result is 12149.03.""","""The result is 12148.09.""","""The result is 12149.03.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.995[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
49,What is the average cost for Heart Failure procedures?,1.0368546195518356,"""The result is [DP]12149.03[/DP].""","""The result is 12150.43.""","""The result is 12146.03.""","""The result is 12147.72.""","""The result is 12145.03.""","""The result is [DP]917.1749[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9972[/DP].""","""The result is [DP]4.1428[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
50,Which state has the highest average cost for Heart Attack?,0.918142078633442,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
51,How many hospitals are there in MT?,0.21977188989255456,"""The result is [DP]62[/DP].""","""The result is 70.3.""","""The result is 62.0.""","""The result is 82.61.""","""The result is 111.0.""","""The result is [DP]230.3735[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]325.1063[/DP].""","""The result is [DP]178.2517[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]6.6224[/DP]."""
52,How many hospitals have a Effectiveness rating of None?,0.45188719028566016,"""The result is [DP]938[/DP].""","""The result is 942.03.""","""The result is 936.0.""","""The result is 932.35.""","""The result is 935.0.""","""The result is [DP]196.789[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]990.6566[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]927.6663[/DP].""","""The result is [DP]879.8157[/DP]."""
53,Which state has the highest average cost for Heart Failure?,0.4216476246561033,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
54,How many hospitals have a Experience rating of Above?,1.1038400552956573,"""The result is [DP]1151[/DP].""","""The result is 1151.09.""","""The result is 1148.0.""","""The result is 1155.44.""","""The result is 1150.0.""","""The result is [DP]998.7684[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9964[/DP].""","""The result is [DP]999.7916[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9996[/DP]."""
55,How many hospitals are there in DC?,0.9145856197269706,"""The result is [DP]8[/DP].""","""The result is 10.57.""","""The result is 16.0.""","""The result is 16.72.""","""The result is 3.0.""","""The result is [DP]523.5708[/DP].""","""The result is [DP]774.042[/DP].""","""The result is [DP]1.6366[/DP].""","""The result is [DP]994.0318[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]244.2457[/DP]."""
56,How many hospitals have a Experience rating of None?,0.8617224173568258,"""1340""","""1340""","""1340""","""1340""","""1340""","""999.9982""","""529.9778""","""1000.0""","""1000.0""","""0.0""","""999.9998"""
57,Which state has the highest average cost for Heart Attack?,0.9189598761607718,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
58,How many hospitals are there in DC?,0.5370197253372814,"""The result is [DP]8[/DP].""","""The result is 5.67.""","""The result is 8.0.""","""The result is 15.97.""","""The result is 3.0.""","""The result is [DP]0.0003[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]2.05[/DP].""","""The result is [DP]0.0751[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.2252[/DP]."""
59,How many hospitals have a quality of Better for Heart Failure?,0.9181457884751146,"""The result is [DP]196[/DP].""","""The result is 196.45.""","""The result is 200.0.""","""The result is 189.72.""","""The result is 200.0.""","""The result is [DP]999.98[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]204.1885[/DP].""","""The result is [DP]3.462[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]22.7554[/DP]."""
60,How many hospitals have a quality of Worse for Hip Knee?,0.18273699254356746,"""The result is [DP]44[/DP].""","""The result is 34.45.""","""The result is 44.0.""","""The result is 27.16.""","""The result is 49.0.""","""The result is [DP]24.4704[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]185.5552[/DP].""","""The result is [DP]16.6832[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1.9433[/DP]."""
61,How many hospitals have a Timeliness rating of Below?,0.9189598761607718,"""The result is [DP]1056[/DP].""","""The result is 1057.26.""","""The result is 1057.0.""","""The result is 1055.83.""","""The result is 1051.0.""","""The result is [DP]999.8896[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9968[/DP].""","""The result is [DP]999.9991[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9784[/DP]."""
62,How many hospitals have a value of Average for Pneumonia?,0.8993786248373329,"""2338""","""2338""","""2338""","""2338""","""2338""","""1000.0""","""0.0""","""999.9955""","""162.4511""","""0.0""","""1000.0"""
63,Which state has the highest average cost for Pneumonia?,0.1,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
64,How many hospitals have a Experience rating of None?,0.25312319302722175,"""1340""","""1340""","""1340""","""1340""","""1340""","""1000.0""","""0.0""","""999.9993""","""996.6739""","""402.1678""","""999.9999"""
65,How many hospitals have a value of Higher for Heart Attack?,1.1038400552956573,"""The result is [DP]199[/DP].""","""The result is 199.67.""","""The result is 199.0.""","""The result is 201.94.""","""The result is 199.0.""","""The result is [DP]374.6564[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]444.8217[/DP].""","""The result is [DP]0.0008[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]24.3789[/DP]."""
66,How many hospitals have a quality of Average for Hip Knee?,0.23211822891717815,"""The result is [DP]2615[/DP].""","""The result is 2612.72.""","""The result is 2615.0.""","""The result is 2624.11.""","""The result is 2601.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9993[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
67,How many hospitals have a quality of Worse for Heart Attack?,0.21977188989255456,"""The result is [DP]24[/DP].""","""The result is 22.36.""","""The result is 23.0.""","""The result is 50.46.""","""The result is 0.""","""The result is [DP]997.7187[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]7.0111[/DP].""","""The result is [DP]0.0033[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]443.7631[/DP]."""
68,How many hospitals are there in MO?,0.9145856197269706,"""The result is [DP]111[/DP].""","""The result is 107.5.""","""The result is 113.0.""","""The result is 110.48.""","""The result is 120.0.""","""The result is [DP]7.585[/DP].""","""The result is [DP]879.2324[/DP].""","""The result is [DP]71.6126[/DP].""","""The result is [DP]999.9737[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]71.3831[/DP]."""
69,What is the average cost for Hip Knee procedures?,0.8617224173568258,"""The result is [DP]12501.07[/DP].""","""The result is 12502.16.""","""The result is 12501.07.""","""The result is 12502.5.""","""The result is 12494.07.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]392.48[/DP].""","""The result is [DP]999.9989[/DP].""","""The result is [DP]999.9998[/DP].""","""The result is [DP]885.7862[/DP].""","""The result is [DP]999.9999[/DP]."""
70,How many hospitals are there in IA?,0.7715746304029494,"""The result is [DP]116[/DP].""","""The result is 117.11.""","""The result is 116.0.""","""The result is 118.99.""","""The result is 123.0.""","""The result is [DP]876.8634[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]10.8614[/DP].""","""The result is [DP]616.2394[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]83.8252[/DP]."""
71,How many hospitals have a quality of Unknown for Hip Knee?,0.1,"""The result is [DP]2045[/DP].""","""The result is 2055.01.""","""The result is 2045.0.""","""The result is 2139.39.""","""The result is 2023.0.""","""The result is [DP]999.963[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]11.6008[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9983[/DP]."""
72,How many hospitals have a Readmission rating of Above?,0.45188719028566016,"""The result is [DP]1508[/DP].""","""The result is 1507.49.""","""The result is 1507.0.""","""The result is 1498.07.""","""The result is 1517.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]832.3048[/DP].""","""The result is [DP]999.9975[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9911[/DP]."""
73,How many hospitals have a Mortality rating of Below?,0.23211822891717815,"""The result is [DP]345[/DP].""","""The result is 363.63.""","""The result is 345.0.""","""The result is 337.71.""","""The result is 334.0.""","""The result is [DP]0.0205[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]891.0868[/DP].""","""The result is [DP]0.0648[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]449.2717[/DP]."""
74,How many hospitals are there in TN?,0.9189598761607718,"""The result is [DP]105[/DP].""","""The result is 106.77.""","""The result is 106.0.""","""The result is 103.62.""","""The result is 97.0.""","""The result is [DP]123.5768[/DP].""","""The result is [DP]953.8827[/DP].""","""The result is [DP]24.4114[/DP].""","""The result is [DP]0.0301[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]16.3613[/DP]."""
75,How many hospitals have a value of Lower for Heart Attack?,0.23211822891717815,"""The result is [DP]192[/DP].""","""The result is 188.31.""","""The result is 191.0.""","""The result is 186.77.""","""The result is 229.0.""","""The result is [DP]0.0001[/DP].""","""The result is [DP]797.9737[/DP].""","""The result is [DP]250.532[/DP].""","""The result is [DP]11.0759[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]724.3384[/DP]."""
76,Which state has the highest average cost for Hip Knee?,0.8617224173568258,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
77,How many hospitals are there in ND?,0.18273699254356746,"""The result is [DP]44[/DP].""","""The result is 45.73.""","""The result is 44.0.""","""The result is 51.13.""","""The result is 38.0.""","""The result is [DP]979.4807[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]8.9764[/DP].""","""The result is [DP]998.2792[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]15.9049[/DP]."""
78,How many hospitals have a Experience rating of None?,0.1,"""1340""","""1340""","""1340""","""1340""","""1340""","""998.6508""","""933.0195""","""999.999""","""982.3351""","""nan""","""999.9868"""
79,How many hospitals have a Experience rating of Below?,0.8617224173568258,"""The result is [DP]1070[/DP].""","""The result is 1074.7.""","""The result is 1071.0.""","""The result is 1072.23.""","""The result is 1062.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]922.1117[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]356.7952[/DP].""","""The result is [DP]788.2397[/DP].""","""The result is [DP]999.9994[/DP]."""
80,How many hospitals have a Safety rating of Above?,0.5226303807974494,"""The result is [DP]1167[/DP].""","""The result is 1166.74.""","""The result is 1167.0.""","""The result is 1177.16.""","""The result is 1165.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]643.3[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]756.4133[/DP].""","""The result is [DP]999.9567[/DP]."""
81,Which state has the highest average cost for Heart Failure?,0.7715746304029494,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
82,Which state has the highest average cost for Hip Knee?,1.0368546195518356,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
