query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
19,How many hospitals are there in FL?,0.8993786248373329,"""The result is [DP]184[/DP].""","""The result is 184.9.""","""The result is 190.0.""","""The result is 186.55.""","""The result is 181.0.""","""The result is [DP]139.4353[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]283.7319[/DP].""","""The result is [DP]33.7892[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]703.9054[/DP]."""
20,Which state has the highest average cost for Pneumonia?,0.21977188989255456,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
21,Which state has the highest average cost for Pneumonia?,0.8617224173568258,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
22,Which state has the highest average cost for Heart Attack?,0.23211822891717815,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
23,How many hospitals have a Experience rating of None?,0.4216476246561033,"""1340""","""1340""","""1340""","""1340""","""1340""","""999.4454""","""0.0""","""999.9848""","""186.5284""","""130.395""","""999.9971"""
24,How many hospitals have a Imaging rating of Below?,0.5226303807974494,"""The result is [DP]432[/DP].""","""The result is 435.79.""","""The result is 432.0.""","""The result is 424.96.""","""The result is 442.0.""","""The result is [DP]999.4201[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]301.9845[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]485.7049[/DP]."""
25,How many hospitals have a quality of Better for Pneumonia?,0.45188719028566016,"""The result is [DP]219[/DP].""","""The result is 217.39.""","""The result is 220.0.""","""The result is 210.2.""","""The result is 227.0.""","""The result is [DP]68.9054[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]37.4741[/DP].""","""The result is [DP]999.9973[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]6.9991[/DP]."""
26,What is the average cost for Pneumonia procedures?,1.350541224549904,"""The result is [DP]14625.66[/DP].""","""The result is 14625.8.""","""The result is 14618.66.""","""The result is 14623.35.""","""The result is 14622.66.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9989[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9904[/DP]."""
27,What is the average cost for Heart Attack procedures?,0.25312319302722175,"""The result is [DP]11360.98[/DP].""","""The result is 11359.73.""","""The result is 11360.98.""","""The result is 11328.43.""","""The result is 11371.98.""","""The result is [DP]999.1914[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]2.4147[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9777[/DP]."""
28,How many hospitals have a Safety rating of None?,0.21977188989255456,"""2142""","""2142""","""2142""","""2142""","""2142""","""1000.0""","""0.0""","""999.9996""","""1000.0""","""0.0""","""999.9999"""
29,How many hospitals have a Safety rating of Below?,0.9189598761607718,"""The result is [DP]877[/DP].""","""The result is 875.58.""","""The result is 878.0.""","""The result is 873.33.""","""The result is 878.0.""","""The result is [DP]824.0778[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]918.4231[/DP].""","""The result is [DP]999.9467[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]347.1943[/DP]."""
30,What is the average cost for Heart Attack procedures?,0.25312319302722175,"""The result is [DP]11360.98[/DP].""","""The result is 11341.81.""","""The result is 11360.98.""","""The result is 11389.91.""","""The result is 11363.98.""","""The result is [DP]918.6849[/DP].""","""The result is [DP]312.089[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]146.9788[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9837[/DP]."""
31,How many hospitals have a Experience rating of Below?,0.21977188989255456,"""The result is [DP]1098[/DP].""","""The result is 1103.08.""","""The result is 1098.0.""","""The result is 1082.76.""","""The result is 1065.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9967[/DP].""","""The result is [DP]612.8989[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
32,How many hospitals have a value of Unknown for Heart Failure?,0.9189598761607718,"""The result is [DP]1300[/DP].""","""The result is 1299.66.""","""The result is 1300.0.""","""The result is 1295.15.""","""The result is 1301.0.""","""The result is [DP]993.6648[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9967[/DP].""","""The result is [DP]739.8958[/DP].""","""The result is [DP]59.033[/DP].""","""The result is [DP]999.9998[/DP]."""
33,How many hospitals have a value of Lower for Hip Knee?,0.1,"""The result is [DP]1027[/DP].""","""The result is 1018.18.""","""The result is 1027.0.""","""The result is 1044.56.""","""The result is 1050.0.""","""The result is [DP]999.9993[/DP].""","""The result is [DP]885.996[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9918[/DP]."""
34,What is the average cost for Heart Attack procedures?,1.1038400552956573,"""The result is [DP]11360.98[/DP].""","""The result is 11360.37.""","""The result is 11359.98.""","""The result is 11362.81.""","""The result is 11367.98.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9599[/DP]."""
35,Which state has the highest average cost for Pneumonia?,1.350541224549904,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
36,How many hospitals have a Effectiveness rating of None?,0.5226303807974494,"""938""","""938""","""938""","""938""","""938""","""81.9226""","""nan""","""919.6789""","""3.2868""","""590.2338""","""996.7672"""
37,How many hospitals have a Timeliness rating of Above?,0.45188719028566016,"""The result is [DP]1275[/DP].""","""The result is 1275.62.""","""The result is 1276.0.""","""The result is 1288.49.""","""The result is 1273.0.""","""The result is [DP]489.9192[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9953[/DP].""","""The result is [DP]3.3586[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
38,Which state has the highest average cost for Pneumonia?,0.45188719028566016,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
39,Which state has the highest average cost for Hip Knee?,0.5370197253372814,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
40,How many hospitals have a value of Unknown for Pneumonia?,0.918142078633442,"""The result is [DP]759[/DP].""","""The result is 757.96.""","""The result is 761.0.""","""The result is 755.82.""","""The result is 756.0.""","""The result is [DP]999.0583[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]764.7988[/DP].""","""The result is [DP]0.407[/DP].""","""The result is [DP]649.4134[/DP].""","""The result is [DP]991.7233[/DP]."""
41,What is the average cost for Heart Failure procedures?,0.7715746304029494,"""The result is [DP]12149.03[/DP].""","""The result is 12148.57.""","""The result is 12151.03.""","""The result is 12151.53.""","""The result is 12138.03.""","""The result is [DP]999.8151[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9979[/DP].""","""The result is [DP]50.1971[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9765[/DP]."""
42,Which state has the highest average cost for Heart Failure?,1.0368546195518356,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
43,Which state has the highest average cost for Heart Attack?,0.8617224173568258,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
44,What is the average cost for Heart Failure procedures?,0.9145856197269706,"""The result is [DP]12149.03[/DP].""","""The result is 12149.13.""","""The result is 12150.03.""","""The result is 12151.17.""","""The result is 12153.03.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]363.1094[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP]."""
45,What is the average cost for Hip Knee procedures?,0.8993786248373329,"""The result is [DP]12501.07[/DP].""","""The result is 12500.93.""","""The result is 12500.07.""","""The result is 12497.15.""","""The result is 12505.07.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9963[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP]."""
46,What is the average cost for Hip Knee procedures?,0.9145856197269706,"""The result is [DP]12501.07[/DP].""","""The result is 12502.64.""","""The result is 12505.07.""","""The result is 12501.2.""","""The result is 12499.07.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]949.8809[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
47,How many hospitals have a Safety rating of Above?,1.350541224549904,"""The result is [DP]1167[/DP].""","""The result is 1166.91.""","""The result is 1166.0.""","""The result is 1170.23.""","""The result is 1169.0.""","""The result is [DP]999.8466[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9995[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9976[/DP]."""
48,What is the average cost for Heart Failure procedures?,0.1,"""The result is [DP]12149.03[/DP].""","""The result is 12145.8.""","""The result is 12149.03.""","""The result is 12128.34.""","""The result is 12128.03.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9999[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
49,What is the average cost for Heart Failure procedures?,0.8617224173568258,"""The result is [DP]12149.03[/DP].""","""The result is 12147.65.""","""The result is 12143.03.""","""The result is 12146.49.""","""The result is 12148.03.""","""The result is [DP]998.0429[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]64.1447[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]1000.0[/DP]."""
50,Which state has the highest average cost for Heart Attack?,0.918142078633442,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
51,How many hospitals are there in MT?,0.18273699254356746,"""The result is [DP]62[/DP].""","""The result is 74.04.""","""The result is 62.0.""","""The result is 83.15.""","""The result is 66.0.""","""The result is [DP]594.0616[/DP].""","""The result is [DP]971.7889[/DP].""","""The result is [DP]510.1619[/DP].""","""The result is [DP]263.4668[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]36.3268[/DP]."""
52,How many hospitals have a Effectiveness rating of None?,1.350541224549904,"""938""","""938""","""938""","""938""","""938""","""999.998""","""nan""","""987.785""","""10.1789""","""843.3153""","""952.1024"""
53,Which state has the highest average cost for Heart Failure?,0.5370197253372814,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
54,How many hospitals have a Experience rating of Above?,0.5226303807974494,"""The result is [DP]1151[/DP].""","""The result is 1153.64.""","""The result is 1150.0.""","""The result is 1151.37.""","""The result is 1146.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9976[/DP].""","""The result is [DP]467.4453[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9996[/DP]."""
55,How many hospitals are there in DC?,0.25312319302722175,"""The result is [DP]8[/DP].""","""The result is 14.46.""","""The result is 8.0.""","""The result is 32.61.""","""The result is 0.""","""The result is [DP]999.9964[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.685[/DP].""","""The result is [DP]999.9198[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]3.7102[/DP]."""
56,How many hospitals have a Experience rating of None?,0.8617224173568258,"""1340""","""1340""","""1340""","""1340""","""1340""","""1000.0""","""875.1093""","""999.975""","""967.6286""","""0.0""","""999.9999"""
57,Which state has the highest average cost for Heart Attack?,0.918142078633442,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
58,How many hospitals are there in DC?,0.7715746304029494,"""The result is [DP]8[/DP].""","""The result is 7.67.""","""The result is 15.0.""","""The result is 0.""","""The result is 4.0.""","""The result is [DP]999.9972[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]15.3755[/DP].""","""The result is [DP]999.9963[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.7787[/DP]."""
59,How many hospitals have a quality of Better for Heart Failure?,0.18273699254356746,"""The result is [DP]196[/DP].""","""The result is 192.87.""","""The result is 196.0.""","""The result is 216.96.""","""The result is 134.0.""","""The result is [DP]859.9821[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]197.9722[/DP].""","""The result is [DP]999.8402[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]77.936[/DP]."""
60,How many hospitals have a quality of Worse for Hip Knee?,0.25312319302722175,"""44""","""44""","""44""","""44""","""44""","""0.0001""","""267.6852""","""50.3497""","""236.4651""","""0.0""","""297.1464"""
61,How many hospitals have a Timeliness rating of Below?,0.4216476246561033,"""1056""","""1056""","""1056""","""1056""","""1056""","""999.9997""","""0.0""","""999.9976""","""511.1293""","""615.8688""","""999.9995"""
62,How many hospitals have a value of Average for Pneumonia?,0.5370197253372814,"""The result is [DP]2338[/DP].""","""The result is 2339.41.""","""The result is 2338.0.""","""The result is 2345.49.""","""The result is 2322.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9917[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9994[/DP]."""
63,Which state has the highest average cost for Pneumonia?,1.350541224549904,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
64,How many hospitals have a Experience rating of None?,0.23211822891717815,"""1340""","""1340""","""1340""","""1340""","""1340""","""999.9998""","""0.0""","""999.999""","""5.2709""","""nan""","""999.9972"""
65,How many hospitals have a value of Higher for Heart Attack?,1.0368546195518356,"""The result is [DP]199[/DP].""","""The result is 196.94.""","""The result is 199.0.""","""The result is 205.91.""","""The result is 205.0.""","""The result is [DP]992.703[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]18.4431[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]232.6238[/DP].""","""The result is [DP]104.5569[/DP]."""
66,How many hospitals have a quality of Average for Hip Knee?,1.350541224549904,"""The result is [DP]2615[/DP].""","""The result is 2615.34.""","""The result is 2620.0.""","""The result is 2620.52.""","""The result is 2615.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]352.0181[/DP].""","""The result is [DP]999.998[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9995[/DP]."""
67,How many hospitals have a quality of Worse for Heart Attack?,0.5370197253372814,"""24""","""24""","""24""","""24""","""24""","""0.0418""","""747.4823""","""9.7361""","""136.3359""","""nan""","""189.8954"""
68,How many hospitals are there in MO?,0.5226303807974494,"""The result is [DP]111[/DP].""","""The result is 118.7.""","""The result is 112.0.""","""The result is 117.99.""","""The result is 120.0.""","""The result is [DP]999.9915[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]444.2988[/DP].""","""The result is [DP]802.3202[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]71.2164[/DP]."""
69,What is the average cost for Hip Knee procedures?,0.25312319302722175,"""The result is [DP]12501.07[/DP].""","""The result is 12506.08.""","""The result is 12501.07.""","""The result is 12495.61.""","""The result is 12493.07.""","""The result is [DP]614.3277[/DP].""","""The result is [DP]761.2988[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]999.9937[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9927[/DP]."""
70,How many hospitals are there in IA?,0.25312319302722175,"""The result is [DP]116[/DP].""","""The result is 109.97.""","""The result is 116.0.""","""The result is 93.37.""","""The result is 130.0.""","""The result is [DP]0.0624[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]9.4459[/DP].""","""The result is [DP]995.5947[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]4.666[/DP]."""
71,How many hospitals have a quality of Unknown for Hip Knee?,0.7715746304029494,"""The result is [DP]2045[/DP].""","""The result is 2044.25.""","""The result is 2047.0.""","""The result is 2039.8.""","""The result is 2043.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9919[/DP].""","""The result is [DP]1000.0[/DP].""","""The result is [DP]872.8533[/DP].""","""The result is [DP]999.9971[/DP]."""
72,How many hospitals have a Readmission rating of Above?,0.9181457884751146,"""The result is [DP]1508[/DP].""","""The result is 1507.67.""","""The result is 1508.0.""","""The result is 1509.56.""","""The result is 1509.0.""","""The result is [DP]999.9998[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9985[/DP].""","""The result is [DP]25.5948[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.998[/DP]."""
73,How many hospitals have a Mortality rating of Below?,0.4216476246561033,"""The result is [DP]345[/DP].""","""The result is 346.59.""","""The result is 345.0.""","""The result is 321.46.""","""The result is 361.0.""","""The result is [DP]982.573[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]199.173[/DP].""","""The result is [DP]997.2878[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]303.3556[/DP]."""
74,How many hospitals are there in TN?,1.1038400552956573,"""The result is [DP]105[/DP].""","""The result is 108.18.""","""The result is 107.0.""","""The result is 109.48.""","""The result is 102.0.""","""The result is [DP]7.4381[/DP].""","""The result is [DP]486.0404[/DP].""","""The result is [DP]416.2881[/DP].""","""The result is [DP]999.9316[/DP].""","""The result is [DP]283.8697[/DP].""","""The result is [DP]15.278[/DP]."""
75,How many hospitals have a value of Lower for Heart Attack?,0.918142078633442,"""192""","""192""","""192""","""192""","""192""","""30.7497""","""0.0""","""460.1297""","""0.0""","""0.0""","""770.3674"""
76,Which state has the highest average cost for Hip Knee?,1.350541224549904,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
77,How many hospitals are there in ND?,0.5226303807974494,"""The result is [DP]44[/DP].""","""The result is 32.72.""","""The result is 45.0.""","""The result is 33.48.""","""The result is 41.0.""","""The result is [DP]107.4294[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]80.6182[/DP].""","""The result is [DP]999.9939[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]7.3118[/DP]."""
78,How many hospitals have a Experience rating of None?,0.9181457884751146,"""1340""","""1340""","""1340""","""1340""","""1340""","""999.9998""","""nan""","""999.9963""","""999.9998""","""0.0""","""999.9994"""
79,How many hospitals have a Experience rating of Below?,1.350541224549904,"""The result is [DP]1098[/DP].""","""The result is 1098.38.""","""The result is 1099.0.""","""The result is 1103.16.""","""The result is 1101.0.""","""The result is [DP]999.9999[/DP].""","""The result is [DP]975.7663[/DP].""","""The result is [DP]999.9976[/DP].""","""The result is [DP]20.0487[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9999[/DP]."""
80,How many hospitals have a Safety rating of Above?,0.9181457884751146,"""1185""","""1185""","""1185""","""1185""","""1185""","""999.9995""","""0.0""","""999.9466""","""1000.0""","""nan""","""999.9997"""
81,Which state has the highest average cost for Heart Failure?,0.918142078633442,"""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ""","""NJ"""
82,Which state has the highest average cost for Hip Knee?,0.9181457884751146,"""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA""","""MA"""
83,How many hospitals have a Mortality rating of Above?,0.794007125837763,"""The result is [DP]383[/DP].""","""The result is 384.18.""","""The result is 380.0.""","""The result is 379.63.""","""The result is 378.0.""","""The result is [DP]622.5905[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]65.9571[/DP].""","""The result is [DP]999.9995[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]14.5067[/DP]."""
84,How many hospitals have a Timeliness rating of Above?,1.1038400552956573,"""The result is [DP]1275[/DP].""","""The result is 1274.8.""","""The result is 1278.0.""","""The result is 1272.35.""","""The result is 1275.0.""","""The result is [DP]999.8992[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]999.9996[/DP].""","""The result is [DP]997.5381[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9764[/DP]."""
85,How many hospitals have a quality of Average for Heart Failure?,0.23211822891717815,"""The result is [DP]3141[/DP].""","""The result is 3135.26.""","""The result is 3141.0.""","""The result is 3176.68.""","""The result is 3131.0.""","""The result is [DP]1000.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]999.9997[/DP].""","""The result is [DP]997.201[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1000.0[/DP]."""
